repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,560679,P560679,Q2170321,BM 017538,Cuneiform Tablet BM 017538,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560680,P560680,Q2166176,BM 017539,Cuneiform Tablet BM 017539,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560751,P560751,Q2163425,BM 017727,Cuneiform Tablet BM 017727,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560784,P560784,Q2150620,BM 022049,Cuneiform Tablet BM 022049,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560792,P560792,Q2168069,BM 022082,Cuneiform Tablet BM 022082,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560815,P560815,Q2167489,BM 022510,Cuneiform Tablet BM 022510,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560842,P560842,Q2048079,BM 022547,Cuneiform Tablet BM 022547,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560854,P560854,Q2169836,BM 022560,Cuneiform Tablet BM 022560,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560881,P560881,Q2164661,BM 022596,Cuneiform Tablet BM 022596,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560907,P560907,Q2047302,BM 022626,Cuneiform Tablet BM 022626,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560911,P560911,Q2169055,BM 022631,Cuneiform Tablet BM 022631,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560950,P560950,Q2166690,BM 022735,Cuneiform Tablet BM 022735,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561005,P561005,Q2163929,BM 023433,Cuneiform Tablet BM 023433,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561029,P561029,Q2167743,BM 023494,Cuneiform Artifact BM 023494,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561068,P561068,Q2170038,BM 023618,Cuneiform Tablet BM 023618,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561091,P561091,Q2165898,BM 024869,Cuneiform Tablet BM 024869,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561140,P561140,Q2163130,BM 026410,Cuneiform Tablet BM 026410,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561183,P561183,Q2167787,BM 028928,Cuneiform Tablet BM 028928,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561195,P561195,Q2157037,BM 029159,Cuneiform Tablet BM 029159,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561212,P561212,Q2166557,BM 029635,Cuneiform Tablet BM 029635,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561245,P561245,Q2047618,BM 085004,Cuneiform Tablet BM 085004,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561253,P561253,Q2168906,BM 085041,Cuneiform Tablet BM 085041,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561269,P561269,Q2164763,BM 085090,Cuneiform Tablet BM 085090,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561286,P561286,Q2164595,BM 085149,Cuneiform Tablet BM 085149,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561300,P561300,Q2063814,BM 085176,Cuneiform Tablet BM 085176,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561316,P561316,Q2169706,BM 085234,Cuneiform Tablet BM 085234,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561357,P561357,Q2167336,BM 085522,Cuneiform Tablet BM 085522,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561394,P561394,Q2162703,BM 085940,Cuneiform Artifact BM 085940,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561438,P561438,Q2170164,BM 030010,Cuneiform Tablet BM 030010,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561455,P561455,Q2163804,BM 030031,Cuneiform Tablet BM 030031,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561479,P561479,Q2167909,BM 030108,Cuneiform Artifact BM 030108,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561480,P561480,Q2163150,BM 030109,Cuneiform Artifact BM 030109,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561496,P561496,Q1362572,BM 030219,Cuneiform Tablet BM 030219,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561510,P561510,Q2162996,BM 030552,Cuneiform Tablet BM 030552,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561603,P561603,Q2169034,BM 031368,Cuneiform Tablet BM 031368,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561746,P561746,Q2169832,BM 031729,Cuneiform Tablet BM 031729,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,561879,P561879,Q2168700,BM 032019,Cuneiform Tablet BM 032019,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562015,P562015,Q2165264,BM 032493,Cuneiform Tablet BM 032493,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562107,P562107,Q2162175,BM 032717,Cuneiform Tablet BM 032717,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562150,P562150,Q2164286,BM 032811,Cuneiform Tablet BM 032811,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562202,P562202,Q2165334,BM 032973,Cuneiform Tablet BM 032973,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562306,P562306,Q2166270,BM 033438,Cuneiform Tablet BM 033438,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562310,P562310,Q2168419,BM 033444,Cuneiform Tablet BM 033444,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562445,P562445,Q2165101,BM 033821,Cuneiform Tablet BM 033821,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,562701,P562701,Q2170542,BM 035194,Cuneiform Tablet BM 035194,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,563501,P563501,Q2011062,BM 037812,Cuneiform Tablet BM 037812,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,563690,P563690,Q2167473,BM 038240,Cuneiform Tablet BM 038240,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,563852,P563852,Q2168289,BM 038500,Cuneiform Tablet BM 038500,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565178,P565178,Q2166179,Babylonian Horoscopes no. 19,Cuneiform Tablet Babylonian Horoscopes no. 19,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565181,P565181,Q2170328,Babylonian Horoscopes no. 24,Cuneiform Tablet Babylonian Horoscopes no. 24,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565206,P565206,Q2026277,"ADART 1, no. -264","Cuneiform Tablet ADART 1, no. -264",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565210,P565210,Q2169221,"ADART 1, no. -302","Cuneiform Tablet ADART 1, no. -302",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565251,P565251,Q2166950,"ADART 2, no. -222","Cuneiform Tablet ADART 2, no. -222",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565292,P565292,Q2162314,"ADART 3, no. -161 B","Cuneiform Tablet ADART 3, no. -161 B",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565314,P565314,Q2167303,"ADART 3, no. -134 A","Cuneiform Tablet ADART 3, no. -134 A",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565343,P565343,Q2142797,"Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2067","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2067",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565355,P565355,Q2169574,"Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2073","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2073",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565380,P565380,Q2165119,"Wiseman, Iraq 30/2 (1968), p. 202-203, TR 2911","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 202-203, TR 2911",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565416,P565416,Q2163766,"SCIAMVS 16, 75-90","Cuneiform Tablet SCIAMVS 16, 75-90",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565482,P565482,Q2166315,Ismail diss. no. 001,Cuneiform Tablet Ismail diss. no. 001,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565528,P565528,Q2166345,Ismail diss. no. 047,Cuneiform Tablet Ismail diss. no. 047,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565553,P565553,Q2163411,Ismail diss. no. 072,Cuneiform Tablet Ismail diss. no. 072,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565569,P565569,Q2168357,Ismail diss. no. 089,Cuneiform Tablet Ismail diss. no. 089,,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565586,P565586,Q2148306,Ismail diss. no. 106,Cuneiform Tablet Ismail diss. no. 106,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565590,P565590,Q2168205,Ismail diss. no. 110,Cuneiform Tablet Ismail diss. no. 110,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,565601,P565601,Q2166809,Ismail diss. no. 121,Cuneiform Tablet Ismail diss. no. 121,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
